FIELDTYPE,MODBUSADDRESS,FIELDSIZE,FIELDNAME,VALUE,TYPE,MANDATORY,R/W,SF,UNIT,SERVERID
Repeating,7578,1,EnableDisableString[33],,enum16,O,RW,,,1
Repeating,7579,1,ConnectDisconnectString[33],,enum16,O,RW,,,1
Repeating,7580,1,Pad[33],,pad,M,R,,,1
Repeating,7581,1,Pad2[33],,pad,M,R,,,1
Repeating,7582,1,ModuleCount[34],,uint16,M,R,,,1
Repeating,7583,2,StringStatus[34],,bitfield32,M,R,,,1
Repeating,7585,1,ConnectionFailureReason[34],,enum16,O,R,,,1
Repeating,7586,1,StringStateofCharge[34],,uint16,M,R,SoC_SF,%,1
Repeating,7587,1,StringStateofHealth[34],,uint16,O,R,SoH_SF,%,1
Repeating,7588,1,StringCurrent[34],,sint16,M,R,A_SF,A,1
Repeating,7589,1,MaxCellVoltage[34],,uint16,M,R,CellV_SF,V,1
Repeating,7590,1,MaxCellVoltageModule[34],,uint16,O,R,,,1
Repeating,7591,1,MinCellVoltage[34],,uint16,M,R,CellV_SF,V,1
Repeating,7592,1,MinCellVoltageModule[34],,uint16,O,R,,,1
Repeating,7593,1,AverageCellVoltage[34],,uint16,M,R,CellV_SF,V,1
Repeating,7594,1,StrModTmpMax[34],,sint16,M,R,ModTmp_SF,C,1
Repeating,7595,1,StrModTmpMaxMod[34],,uint16,O,R,,,1
Repeating,7596,1,StrModTmpMin[34],,sint16,M,R,ModTmp_SF,C,1
Repeating,7597,1,StrModTmpMinMod[34],,uint16,O,R,,,1
Repeating,7598,1,StrModTmpAvg[34],,sint16,M,R,ModTmp_SF,C,1
Repeating,7599,1,DisabledReason[34],,enum16,O,R,,,1
Repeating,7600,2,ContactorStatus[34],,bitfield32,O,R,,,1
Repeating,7602,2,StringEvent1[34],,bitfield32,M,R,,,1
Repeating,7604,2,StringEvent2[34],,bitfield32,O,R,,,1
Repeating,7606,2,VendorStringEventBitfield1[34],,bitfield32,O,R,,,1
Repeating,7608,2,VendorStringEventBitfield2[34],,bitfield32,O,R,,,1
Repeating,7610,1,EnableDisableString[34],,enum16,O,RW,,,1
Repeating,7611,1,ConnectDisconnectString[34],,enum16,O,RW,,,1
Repeating,7612,1,Pad[34],,pad,M,R,,,1
Repeating,7613,1,Pad2[34],,pad,M,R,,,1
Repeating,7614,1,ModuleCount[35],,uint16,M,R,,,1
Repeating,7615,2,StringStatus[35],,bitfield32,M,R,,,1
Repeating,7617,1,ConnectionFailureReason[35],,enum16,O,R,,,1
Repeating,7618,1,StringStateofCharge[35],,uint16,M,R,SoC_SF,%,1
Repeating,7619,1,StringStateofHealth[35],,uint16,O,R,SoH_SF,%,1
Repeating,7620,1,StringCurrent[35],,sint16,M,R,A_SF,A,1
Repeating,7621,1,MaxCellVoltage[35],,uint16,M,R,CellV_SF,V,1
Repeating,7622,1,MaxCellVoltageModule[35],,uint16,O,R,,,1
Repeating,7623,1,MinCellVoltage[35],,uint16,M,R,CellV_SF,V,1
Repeating,7624,1,MinCellVoltageModule[35],,uint16,O,R,,,1
Repeating,7625,1,AverageCellVoltage[35],,uint16,M,R,CellV_SF,V,1
Repeating,7626,1,StrModTmpMax[35],,sint16,M,R,ModTmp_SF,C,1
Repeating,7627,1,StrModTmpMaxMod[35],,uint16,O,R,,,1
Repeating,7628,1,StrModTmpMin[35],,sint16,M,R,ModTmp_SF,C,1
Repeating,7629,1,StrModTmpMinMod[35],,uint16,O,R,,,1
Repeating,7630,1,StrModTmpAvg[35],,sint16,M,R,ModTmp_SF,C,1
Repeating,7631,1,DisabledReason[35],,enum16,O,R,,,1
Repeating,7632,2,ContactorStatus[35],,bitfield32,O,R,,,1
Repeating,7634,2,StringEvent1[35],,bitfield32,M,R,,,1
Repeating,7636,2,StringEvent2[35],,bitfield32,O,R,,,1
Repeating,7638,2,VendorStringEventBitfield1[35],,bitfield32,O,R,,,1
Repeating,7640,2,VendorStringEventBitfield2[35],,bitfield32,O,R,,,1
Repeating,7642,1,EnableDisableString[35],,enum16,O,RW,,,1
Repeating,7643,1,ConnectDisconnectString[35],,enum16,O,RW,,,1
Repeating,7644,1,Pad[35],,pad,M,R,,,1
Repeating,7645,1,Pad2[35],,pad,M,R,,,1
Repeating,7646,1,ModuleCount[36],,uint16,M,R,,,1
Repeating,7647,2,StringStatus[36],,bitfield32,M,R,,,1
Repeating,7649,1,ConnectionFailureReason[36],,enum16,O,R,,,1
Repeating,7650,1,StringStateofCharge[36],,uint16,M,R,SoC_SF,%,1
Repeating,7651,1,StringStateofHealth[36],,uint16,O,R,SoH_SF,%,1
Repeating,7652,1,StringCurrent[36],,sint16,M,R,A_SF,A,1
Repeating,7653,1,MaxCellVoltage[36],,uint16,M,R,CellV_SF,V,1
Repeating,7654,1,MaxCellVoltageModule[36],,uint16,O,R,,,1
Repeating,7655,1,MinCellVoltage[36],,uint16,M,R,CellV_SF,V,1
Repeating,7656,1,MinCellVoltageModule[36],,uint16,O,R,,,1
Repeating,7657,1,AverageCellVoltage[36],,uint16,M,R,CellV_SF,V,1
Repeating,7658,1,StrModTmpMax[36],,sint16,M,R,ModTmp_SF,C,1
Repeating,7659,1,StrModTmpMaxMod[36],,uint16,O,R,,,1
Repeating,7660,1,StrModTmpMin[36],,sint16,M,R,ModTmp_SF,C,1
Repeating,7661,1,StrModTmpMinMod[36],,uint16,O,R,,,1
Repeating,7662,1,StrModTmpAvg[36],,sint16,M,R,ModTmp_SF,C,1
Repeating,7663,1,DisabledReason[36],,enum16,O,R,,,1
Repeating,7664,2,ContactorStatus[36],,bitfield32,O,R,,,1
Repeating,7666,2,StringEvent1[36],,bitfield32,M,R,,,1
Repeating,7668,2,StringEvent2[36],,bitfield32,O,R,,,1
Repeating,7670,2,VendorStringEventBitfield1[36],,bitfield32,O,R,,,1
Repeating,7672,2,VendorStringEventBitfield2[36],,bitfield32,O,R,,,1
Repeating,7674,1,EnableDisableString[36],,enum16,O,RW,,,1
Repeating,7675,1,ConnectDisconnectString[36],,enum16,O,RW,,,1
Repeating,7676,1,Pad[36],,pad,M,R,,,1
Repeating,7677,1,Pad2[36],,pad,M,R,,,1
Repeating,7678,1,ModuleCount[37],,uint16,M,R,,,1
Repeating,7679,2,StringStatus[37],,bitfield32,M,R,,,1
Repeating,7681,1,ConnectionFailureReason[37],,enum16,O,R,,,1
Repeating,7682,1,StringStateofCharge[37],,uint16,M,R,SoC_SF,%,1
Repeating,7683,1,StringStateofHealth[37],,uint16,O,R,SoH_SF,%,1
Repeating,7684,1,StringCurrent[37],,sint16,M,R,A_SF,A,1
Repeating,7685,1,MaxCellVoltage[37],,uint16,M,R,CellV_SF,V,1
Repeating,7686,1,MaxCellVoltageModule[37],,uint16,O,R,,,1
Repeating,7687,1,MinCellVoltage[37],,uint16,M,R,CellV_SF,V,1
Repeating,7688,1,MinCellVoltageModule[37],,uint16,O,R,,,1
Repeating,7689,1,AverageCellVoltage[37],,uint16,M,R,CellV_SF,V,1
Repeating,7690,1,StrModTmpMax[37],,sint16,M,R,ModTmp_SF,C,1
Repeating,7691,1,StrModTmpMaxMod[37],,uint16,O,R,,,1
Repeating,7692,1,StrModTmpMin[37],,sint16,M,R,ModTmp_SF,C,1
Repeating,7693,1,StrModTmpMinMod[37],,uint16,O,R,,,1
Repeating,7694,1,StrModTmpAvg[37],,sint16,M,R,ModTmp_SF,C,1
Repeating,7695,1,DisabledReason[37],,enum16,O,R,,,1
Repeating,7696,2,ContactorStatus[37],,bitfield32,O,R,,,1
Repeating,7698,2,StringEvent1[37],,bitfield32,M,R,,,1
Repeating,7700,2,StringEvent2[37],,bitfield32,O,R,,,1
Repeating,7702,2,VendorStringEventBitfield1[37],,bitfield32,O,R,,,1
Repeating,7704,2,VendorStringEventBitfield2[37],,bitfield32,O,R,,,1
Repeating,7706,1,EnableDisableString[37],,enum16,O,RW,,,1
Repeating,7707,1,ConnectDisconnectString[37],,enum16,O,RW,,,1
Repeating,7708,1,Pad[37],,pad,M,R,,,1
Repeating,7709,1,Pad2[37],,pad,M,R,,,1
Repeating,7710,1,ModuleCount[38],,uint16,M,R,,,1
Repeating,7711,2,StringStatus[38],,bitfield32,M,R,,,1
Repeating,7713,1,ConnectionFailureReason[38],,enum16,O,R,,,1
Repeating,7714,1,StringStateofCharge[38],,uint16,M,R,SoC_SF,%,1
Repeating,7715,1,StringStateofHealth[38],,uint16,O,R,SoH_SF,%,1
Repeating,7716,1,StringCurrent[38],,sint16,M,R,A_SF,A,1
Repeating,7717,1,MaxCellVoltage[38],,uint16,M,R,CellV_SF,V,1
Repeating,7718,1,MaxCellVoltageModule[38],,uint16,O,R,,,1
Repeating,7719,1,MinCellVoltage[38],,uint16,M,R,CellV_SF,V,1
Repeating,7720,1,MinCellVoltageModule[38],,uint16,O,R,,,1
Repeating,7721,1,AverageCellVoltage[38],,uint16,M,R,CellV_SF,V,1
Repeating,7722,1,StrModTmpMax[38],,sint16,M,R,ModTmp_SF,C,1
Repeating,7723,1,StrModTmpMaxMod[38],,uint16,O,R,,,1
Repeating,7724,1,StrModTmpMin[38],,sint16,M,R,ModTmp_SF,C,1
Repeating,7725,1,StrModTmpMinMod[38],,uint16,O,R,,,1
Repeating,7726,1,StrModTmpAvg[38],,sint16,M,R,ModTmp_SF,C,1
Repeating,7727,1,DisabledReason[38],,enum16,O,R,,,1
Repeating,7728,2,ContactorStatus[38],,bitfield32,O,R,,,1
Repeating,7730,2,StringEvent1[38],,bitfield32,M,R,,,1
Repeating,7732,2,StringEvent2[38],,bitfield32,O,R,,,1
Repeating,7734,2,VendorStringEventBitfield1[38],,bitfield32,O,R,,,1
Repeating,7736,2,VendorStringEventBitfield2[38],,bitfield32,O,R,,,1
Repeating,7738,1,EnableDisableString[38],,enum16,O,RW,,,1
Repeating,7739,1,ConnectDisconnectString[38],,enum16,O,RW,,,1
Repeating,7740,1,Pad[38],,pad,M,R,,,1
Repeating,7741,1,Pad2[38],,pad,M,R,,,1
Repeating,7742,1,ModuleCount[39],,uint16,M,R,,,1
Repeating,7743,2,StringStatus[39],,bitfield32,M,R,,,1
Repeating,7745,1,ConnectionFailureReason[39],,enum16,O,R,,,1
Repeating,7746,1,StringStateofCharge[39],,uint16,M,R,SoC_SF,%,1
Repeating,7747,1,StringStateofHealth[39],,uint16,O,R,SoH_SF,%,1
Repeating,7748,1,StringCurrent[39],,sint16,M,R,A_SF,A,1
Repeating,7749,1,MaxCellVoltage[39],,uint16,M,R,CellV_SF,V,1
Repeating,7750,1,MaxCellVoltageModule[39],,uint16,O,R,,,1
Repeating,7751,1,MinCellVoltage[39],,uint16,M,R,CellV_SF,V,1
Repeating,7752,1,MinCellVoltageModule[39],,uint16,O,R,,,1
Repeating,7753,1,AverageCellVoltage[39],,uint16,M,R,CellV_SF,V,1
Repeating,7754,1,StrModTmpMax[39],,sint16,M,R,ModTmp_SF,C,1
Repeating,7755,1,StrModTmpMaxMod[39],,uint16,O,R,,,1
Repeating,7756,1,StrModTmpMin[39],,sint16,M,R,ModTmp_SF,C,1
Repeating,7757,1,StrModTmpMinMod[39],,uint16,O,R,,,1
Repeating,7758,1,StrModTmpAvg[39],,sint16,M,R,ModTmp_SF,C,1
Repeating,7759,1,DisabledReason[39],,enum16,O,R,,,1
Repeating,7760,2,ContactorStatus[39],,bitfield32,O,R,,,1
Repeating,7762,2,StringEvent1[39],,bitfield32,M,R,,,1
Repeating,7764,2,StringEvent2[39],,bitfield32,O,R,,,1
Repeating,7766,2,VendorStringEventBitfield1[39],,bitfield32,O,R,,,1
Repeating,7768,2,VendorStringEventBitfield2[39],,bitfield32,O,R,,,1
Repeating,7770,1,EnableDisableString[39],,enum16,O,RW,,,1
Repeating,7771,1,ConnectDisconnectString[39],,enum16,O,RW,,,1
Repeating,7772,1,Pad[39],,pad,M,R,,,1
Repeating,7773,1,Pad2[39],,pad,M,R,,,1
Repeating,7774,1,ModuleCount[40],,uint16,M,R,,,1
Repeating,7775,2,StringStatus[40],,bitfield32,M,R,,,1
Repeating,7777,1,ConnectionFailureReason[40],,enum16,O,R,,,1
Repeating,7778,1,StringStateofCharge[40],,uint16,M,R,SoC_SF,%,1
Repeating,7779,1,StringStateofHealth[40],,uint16,O,R,SoH_SF,%,1
Repeating,7780,1,StringCurrent[40],,sint16,M,R,A_SF,A,1
Repeating,7781,1,MaxCellVoltage[40],,uint16,M,R,CellV_SF,V,1
Repeating,7782,1,MaxCellVoltageModule[40],,uint16,O,R,,,1
Repeating,7783,1,MinCellVoltage[40],,uint16,M,R,CellV_SF,V,1
Repeating,7784,1,MinCellVoltageModule[40],,uint16,O,R,,,1
Repeating,7785,1,AverageCellVoltage[40],,uint16,M,R,CellV_SF,V,1
Repeating,7786,1,StrModTmpMax[40],,sint16,M,R,ModTmp_SF,C,1
Repeating,7787,1,StrModTmpMaxMod[40],,uint16,O,R,,,1
Repeating,7788,1,StrModTmpMin[40],,sint16,M,R,ModTmp_SF,C,1
Repeating,7789,1,StrModTmpMinMod[40],,uint16,O,R,,,1
Repeating,7790,1,StrModTmpAvg[40],,sint16,M,R,ModTmp_SF,C,1
Repeating,7791,1,DisabledReason[40],,enum16,O,R,,,1
Repeating,7792,2,ContactorStatus[40],,bitfield32,O,R,,,1
Repeating,7794,2,StringEvent1[40],,bitfield32,M,R,,,1
Repeating,7796,2,StringEvent2[40],,bitfield32,O,R,,,1
Repeating,7798,2,VendorStringEventBitfield1[40],,bitfield32,O,R,,,1
Repeating,7800,2,VendorStringEventBitfield2[40],,bitfield32,O,R,,,1
Repeating,7802,1,EnableDisableString[40],,enum16,O,RW,,,1
Repeating,7803,1,ConnectDisconnectString[40],,enum16,O,RW,,,1
Repeating,7804,1,Pad[40],,pad,M,R,,,1
Repeating,7805,1,Pad2[40],,pad,M,R,,,1
Header,7806,1,"ID ""LithiumIonBatteryBankModel""",803,uint16,M,R,,,1
Header,7807,1,Length,1306,uint16,M,R,,,1
Fixed,7808,1,StringCount,,uint16,M,R,,,1
Fixed,7809,1,ConnectedStringCount,,uint16,M,R,,,1
Fixed,7810,1,MaxModuleTemperature,,sint16,M,R,ModTmp_SF,,1
Fixed,7811,1,MaxModuleTemperatureString,,uint16,O,R,,,1
Fixed,7812,1,MaxModuleTemperatureModule,,uint16,O,R,,,1
Fixed,7813,1,MinModuleTemperature,,sint16,M,R,ModTmp_SF,C,1
Fixed,7814,1,MinModuleTemperatureString,,uint16,O,R,,,1
Fixed,7815,1,MinModuleTemperatureModule,,uint16,O,R,,,1
Fixed,7816,1,AverageModuleTemperature,,sint16,O,R,ModTmp_SF,C,1
Fixed,7817,1,MaxStringVoltage,,uint16,O,R,V_SF,V,1
Fixed,7818,1,MaxStringVoltageString,,uint16,O,R,,,1
Fixed,7819,1,MinStringVoltage,,uint16,O,R,V_SF,V,1
Fixed,7820,1,MinStringVoltageString,,uint16,O,R,,,1
Fixed,7821,1,AverageStringVoltage,,uint16,O,R,V_SF,V,1
Fixed,7822,1,MaxStringCurrent,,sint16,O,R,A_SF,A,1
Fixed,7823,1,MaxStringCurrentString,,uint16,O,R,,,1
Fixed,7824,1,MinStringCurrent,,sint16,O,R,A_SF,A,1
Fixed,7825,1,MinStringCurrentString,,uint16,O,R,,,1
Fixed,7826,1,AverageStringCurrent,,sint16,O,R,A_SF,A,1
Fixed,7827,1,BatteryCellBalancingCount,,uint16,O,R,,,1
Fixed,7828,1,CellV_SF,,scalefactor,M,R,,,1
Fixed,7829,1,ModTmp_SF,,scalefactor,M,R,,,1
Fixed,7830,1,A_SF,,scalefactor,M,R,,,1
Fixed,7831,1,SoH_SF,,scalefactor,O,R,,,1
Fixed,7832,1,SoC_SF,,scalefactor,M,R,,,1
Fixed,7833,1,V_SF,,scalefactor,O,R,,,1
Repeating,7834,1,ModuleCount[1],,uint16,M,R,,,1
Repeating,7835,2,StringStatus[1],,bitfield32,M,R,,,1
Repeating,7837,1,ConnectionFailureReason[1],,enum16,O,R,,,1
Repeating,7838,1,StringStateofCharge[1],,uint16,M,R,SoC_SF,%,1
Repeating,7839,1,StringStateofHealth[1],,uint16,O,R,SoH_SF,%,1
Repeating,7840,1,StringCurrent[1],,sint16,M,R,A_SF,A,1
Repeating,7841,1,MaxCellVoltage[1],,uint16,M,R,CellV_SF,V,1
Repeating,7842,1,MaxCellVoltageModule[1],,uint16,O,R,,,1
Repeating,7843,1,MinCellVoltage[1],,uint16,M,R,CellV_SF,V,1
Repeating,7844,1,MinCellVoltageModule[1],,uint16,O,R,,,1
Repeating,7845,1,AverageCellVoltage[1],,uint16,M,R,CellV_SF,V,1
Repeating,7846,1,StrModTmpMax[1],,sint16,M,R,ModTmp_SF,C,1
Repeating,7847,1,StrModTmpMaxMod[1],,uint16,O,R,,,1
Repeating,7848,1,StrModTmpMin[1],,sint16,M,R,ModTmp_SF,C,1
Repeating,7849,1,StrModTmpMinMod[1],,uint16,O,R,,,1
Repeating,7850,1,StrModTmpAvg[1],,sint16,M,R,ModTmp_SF,C,1
Repeating,7851,1,DisabledReason[1],,enum16,O,R,,,1
Repeating,7852,2,ContactorStatus[1],,bitfield32,O,R,,,1
Repeating,7854,2,StringEvent1[1],,bitfield32,M,R,,,1
Repeating,7856,2,StringEvent2[1],,bitfield32,O,R,,,1
Repeating,7858,2,VendorStringEventBitfield1[1],,bitfield32,O,R,,,1
Repeating,7860,2,VendorStringEventBitfield2[1],,bitfield32,O,R,,,1
Repeating,7862,1,EnableDisableString[1],,enum16,O,RW,,,1
Repeating,7863,1,ConnectDisconnectString[1],,enum16,O,RW,,,1
Repeating,7864,1,Pad[1],,pad,M,R,,,1
Repeating,7865,1,Pad2[1],,pad,M,R,,,1
Repeating,7866,1,ModuleCount[2],,uint16,M,R,,,1
Repeating,7867,2,StringStatus[2],,bitfield32,M,R,,,1
Repeating,7869,1,ConnectionFailureReason[2],,enum16,O,R,,,1
Repeating,7870,1,StringStateofCharge[2],,uint16,M,R,SoC_SF,%,1
Repeating,7871,1,StringStateofHealth[2],,uint16,O,R,SoH_SF,%,1
Repeating,7872,1,StringCurrent[2],,sint16,M,R,A_SF,A,1
Repeating,7873,1,MaxCellVoltage[2],,uint16,M,R,CellV_SF,V,1
Repeating,7874,1,MaxCellVoltageModule[2],,uint16,O,R,,,1
Repeating,7875,1,MinCellVoltage[2],,uint16,M,R,CellV_SF,V,1
Repeating,7876,1,MinCellVoltageModule[2],,uint16,O,R,,,1
Repeating,7877,1,AverageCellVoltage[2],,uint16,M,R,CellV_SF,V,1
Repeating,7878,1,StrModTmpMax[2],,sint16,M,R,ModTmp_SF,C,1
Repeating,7879,1,StrModTmpMaxMod[2],,uint16,O,R,,,1
Repeating,7880,1,StrModTmpMin[2],,sint16,M,R,ModTmp_SF,C,1
Repeating,7881,1,StrModTmpMinMod[2],,uint16,O,R,,,1
Repeating,7882,1,StrModTmpAvg[2],,sint16,M,R,ModTmp_SF,C,1
Repeating,7883,1,DisabledReason[2],,enum16,O,R,,,1
Repeating,7884,2,ContactorStatus[2],,bitfield32,O,R,,,1
Repeating,7886,2,StringEvent1[2],,bitfield32,M,R,,,1
Repeating,7888,2,StringEvent2[2],,bitfield32,O,R,,,1
Repeating,7890,2,VendorStringEventBitfield1[2],,bitfield32,O,R,,,1
Repeating,7892,2,VendorStringEventBitfield2[2],,bitfield32,O,R,,,1
Repeating,7894,1,EnableDisableString[2],,enum16,O,RW,,,1
Repeating,7895,1,ConnectDisconnectString[2],,enum16,O,RW,,,1
Repeating,7896,1,Pad[2],,pad,M,R,,,1
Repeating,7897,1,Pad2[2],,pad,M,R,,,1
Repeating,7898,1,ModuleCount[3],,uint16,M,R,,,1
Repeating,7899,2,StringStatus[3],,bitfield32,M,R,,,1
Repeating,7901,1,ConnectionFailureReason[3],,enum16,O,R,,,1
Repeating,7902,1,StringStateofCharge[3],,uint16,M,R,SoC_SF,%,1
Repeating,7903,1,StringStateofHealth[3],,uint16,O,R,SoH_SF,%,1
Repeating,7904,1,StringCurrent[3],,sint16,M,R,A_SF,A,1
Repeating,7905,1,MaxCellVoltage[3],,uint16,M,R,CellV_SF,V,1
Repeating,7906,1,MaxCellVoltageModule[3],,uint16,O,R,,,1
Repeating,7907,1,MinCellVoltage[3],,uint16,M,R,CellV_SF,V,1
Repeating,7908,1,MinCellVoltageModule[3],,uint16,O,R,,,1
Repeating,7909,1,AverageCellVoltage[3],,uint16,M,R,CellV_SF,V,1
Repeating,7910,1,StrModTmpMax[3],,sint16,M,R,ModTmp_SF,C,1
Repeating,7911,1,StrModTmpMaxMod[3],,uint16,O,R,,,1
Repeating,7912,1,StrModTmpMin[3],,sint16,M,R,ModTmp_SF,C,1
Repeating,7913,1,StrModTmpMinMod[3],,uint16,O,R,,,1
Repeating,7914,1,StrModTmpAvg[3],,sint16,M,R,ModTmp_SF,C,1
Repeating,7915,1,DisabledReason[3],,enum16,O,R,,,1
Repeating,7916,2,ContactorStatus[3],,bitfield32,O,R,,,1
Repeating,7918,2,StringEvent1[3],,bitfield32,M,R,,,1
Repeating,7920,2,StringEvent2[3],,bitfield32,O,R,,,1
Repeating,7922,2,VendorStringEventBitfield1[3],,bitfield32,O,R,,,1
Repeating,7924,2,VendorStringEventBitfield2[3],,bitfield32,O,R,,,1
Repeating,7926,1,EnableDisableString[3],,enum16,O,RW,,,1
Repeating,7927,1,ConnectDisconnectString[3],,enum16,O,RW,,,1
Repeating,7928,1,Pad[3],,pad,M,R,,,1
Repeating,7929,1,Pad2[3],,pad,M,R,,,1
Repeating,7930,1,ModuleCount[4],,uint16,M,R,,,1
Repeating,7931,2,StringStatus[4],,bitfield32,M,R,,,1
Repeating,7933,1,ConnectionFailureReason[4],,enum16,O,R,,,1
Repeating,7934,1,StringStateofCharge[4],,uint16,M,R,SoC_SF,%,1
Repeating,7935,1,StringStateofHealth[4],,uint16,O,R,SoH_SF,%,1
Repeating,7936,1,StringCurrent[4],,sint16,M,R,A_SF,A,1
Repeating,7937,1,MaxCellVoltage[4],,uint16,M,R,CellV_SF,V,1
Repeating,7938,1,MaxCellVoltageModule[4],,uint16,O,R,,,1
Repeating,7939,1,MinCellVoltage[4],,uint16,M,R,CellV_SF,V,1
Repeating,7940,1,MinCellVoltageModule[4],,uint16,O,R,,,1
Repeating,7941,1,AverageCellVoltage[4],,uint16,M,R,CellV_SF,V,1
Repeating,7942,1,StrModTmpMax[4],,sint16,M,R,ModTmp_SF,C,1
Repeating,7943,1,StrModTmpMaxMod[4],,uint16,O,R,,,1
Repeating,7944,1,StrModTmpMin[4],,sint16,M,R,ModTmp_SF,C,1
Repeating,7945,1,StrModTmpMinMod[4],,uint16,O,R,,,1
Repeating,7946,1,StrModTmpAvg[4],,sint16,M,R,ModTmp_SF,C,1
Repeating,7947,1,DisabledReason[4],,enum16,O,R,,,1
Repeating,7948,2,ContactorStatus[4],,bitfield32,O,R,,,1
Repeating,7950,2,StringEvent1[4],,bitfield32,M,R,,,1
Repeating,7952,2,StringEvent2[4],,bitfield32,O,R,,,1
Repeating,7954,2,VendorStringEventBitfield1[4],,bitfield32,O,R,,,1
Repeating,7956,2,VendorStringEventBitfield2[4],,bitfield32,O,R,,,1
Repeating,7958,1,EnableDisableString[4],,enum16,O,RW,,,1
Repeating,7959,1,ConnectDisconnectString[4],,enum16,O,RW,,,1
Repeating,7960,1,Pad[4],,pad,M,R,,,1
Repeating,7961,1,Pad2[4],,pad,M,R,,,1
Repeating,7962,1,ModuleCount[5],,uint16,M,R,,,1
Repeating,7963,2,StringStatus[5],,bitfield32,M,R,,,1
Repeating,7965,1,ConnectionFailureReason[5],,enum16,O,R,,,1
Repeating,7966,1,StringStateofCharge[5],,uint16,M,R,SoC_SF,%,1
Repeating,7967,1,StringStateofHealth[5],,uint16,O,R,SoH_SF,%,1
Repeating,7968,1,StringCurrent[5],,sint16,M,R,A_SF,A,1
Repeating,7969,1,MaxCellVoltage[5],,uint16,M,R,CellV_SF,V,1
Repeating,7970,1,MaxCellVoltageModule[5],,uint16,O,R,,,1
Repeating,7971,1,MinCellVoltage[5],,uint16,M,R,CellV_SF,V,1
Repeating,7972,1,MinCellVoltageModule[5],,uint16,O,R,,,1
Repeating,7973,1,AverageCellVoltage[5],,uint16,M,R,CellV_SF,V,1
Repeating,7974,1,StrModTmpMax[5],,sint16,M,R,ModTmp_SF,C,1
Repeating,7975,1,StrModTmpMaxMod[5],,uint16,O,R,,,1
Repeating,7976,1,StrModTmpMin[5],,sint16,M,R,ModTmp_SF,C,1
Repeating,7977,1,StrModTmpMinMod[5],,uint16,O,R,,,1
Repeating,7978,1,StrModTmpAvg[5],,sint16,M,R,ModTmp_SF,C,1
Repeating,7979,1,DisabledReason[5],,enum16,O,R,,,1
Repeating,7980,2,ContactorStatus[5],,bitfield32,O,R,,,1
Repeating,7982,2,StringEvent1[5],,bitfield32,M,R,,,1
Repeating,7984,2,StringEvent2[5],,bitfield32,O,R,,,1
Repeating,7986,2,VendorStringEventBitfield1[5],,bitfield32,O,R,,,1
Repeating,7988,2,VendorStringEventBitfield2[5],,bitfield32,O,R,,,1
Repeating,7990,1,EnableDisableString[5],,enum16,O,RW,,,1
Repeating,7991,1,ConnectDisconnectString[5],,enum16,O,RW,,,1
Repeating,7992,1,Pad[5],,pad,M,R,,,1
Repeating,7993,1,Pad2[5],,pad,M,R,,,1
Repeating,7994,1,ModuleCount[6],,uint16,M,R,,,1
Repeating,7995,2,StringStatus[6],,bitfield32,M,R,,,1
Repeating,7997,1,ConnectionFailureReason[6],,enum16,O,R,,,1
Repeating,7998,1,StringStateofCharge[6],,uint16,M,R,SoC_SF,%,1
Repeating,7999,1,StringStateofHealth[6],,uint16,O,R,SoH_SF,%,1
Repeating,8000,1,StringCurrent[6],,sint16,M,R,A_SF,A,1
Repeating,8001,1,MaxCellVoltage[6],,uint16,M,R,CellV_SF,V,1
Repeating,8002,1,MaxCellVoltageModule[6],,uint16,O,R,,,1
Repeating,8003,1,MinCellVoltage[6],,uint16,M,R,CellV_SF,V,1
Repeating,8004,1,MinCellVoltageModule[6],,uint16,O,R,,,1
Repeating,8005,1,AverageCellVoltage[6],,uint16,M,R,CellV_SF,V,1
Repeating,8006,1,StrModTmpMax[6],,sint16,M,R,ModTmp_SF,C,1
Repeating,8007,1,StrModTmpMaxMod[6],,uint16,O,R,,,1
Repeating,8008,1,StrModTmpMin[6],,sint16,M,R,ModTmp_SF,C,1
Repeating,8009,1,StrModTmpMinMod[6],,uint16,O,R,,,1
Repeating,8010,1,StrModTmpAvg[6],,sint16,M,R,ModTmp_SF,C,1
Repeating,8011,1,DisabledReason[6],,enum16,O,R,,,1
Repeating,8012,2,ContactorStatus[6],,bitfield32,O,R,,,1
Repeating,8014,2,StringEvent1[6],,bitfield32,M,R,,,1
Repeating,8016,2,StringEvent2[6],,bitfield32,O,R,,,1
Repeating,8018,2,VendorStringEventBitfield1[6],,bitfield32,O,R,,,1
Repeating,8020,2,VendorStringEventBitfield2[6],,bitfield32,O,R,,,1
Repeating,8022,1,EnableDisableString[6],,enum16,O,RW,,,1
Repeating,8023,1,ConnectDisconnectString[6],,enum16,O,RW,,,1
Repeating,8024,1,Pad[6],,pad,M,R,,,1
Repeating,8025,1,Pad2[6],,pad,M,R,,,1
Repeating,8026,1,ModuleCount[7],,uint16,M,R,,,1
Repeating,8027,2,StringStatus[7],,bitfield32,M,R,,,1
Repeating,8029,1,ConnectionFailureReason[7],,enum16,O,R,,,1
Repeating,8030,1,StringStateofCharge[7],,uint16,M,R,SoC_SF,%,1
Repeating,8031,1,StringStateofHealth[7],,uint16,O,R,SoH_SF,%,1
Repeating,8032,1,StringCurrent[7],,sint16,M,R,A_SF,A,1
Repeating,8033,1,MaxCellVoltage[7],,uint16,M,R,CellV_SF,V,1
